Criterion ID,Task ID,Prompt,Specified Prompt,Workflow,Hurdle Tag,Criteria type,Criterion Grounding Check,Description,Shop vs. Product
13510,807,"Persona: I'm throwing a birthday party for a friend here in Billings in two weeks and I want to get them something special. They collect mostly rock vinyl records, which is great. I love vinyl and I love rock. The problem is: She pretty much has all of the rock records she wants. I'm talking about the Doors, Led Zeppelin, Pink Floyd, etc. So all she's looking for are rare, hard to find, original psychedelic rock LP's from the sixties. The kind that were never in the Billboard Top 40 or even Top 100 and that really only collectors know about. The kind that sit high on the ""show off"" wall because they're so amazingly cool, rare, and expensive. The kind that my friend drools over.  Apparently, she tells me, some were pressed by the bands themselves in runs of 1,000 or even 100 or less, which makes them very rare!  Though I'm into rock, I really don't know the first thing about how to find these ""grails"" and I don't want to get her something that will disappoint. Can you recommend some records that she'll love? I know these records are expensive because they're so rare. When it comes to condition, they need to be nice. 

Prompt: Recommend four rare original psychedelic rock records from the sixties that cost between $600 and $800 each. Please include one that was pressed in a run of 1000 or less. They must be available to purchase in the US.  Provide links. ","Persona: I'm throwing a birthday party for a friend here in Billings in two weeks and I want to get them something special. They collect mostly rock vinyl records, which is great. I love vinyl and I love rock. The problem is: She pretty much has all of the rock records she wants. I'm talking about the Doors, Led Zeppelin, Pink Floyd, etc. So all she's looking for are rare, hard to find, original psychedelic rock LP's from the sixties. The kind that were never in the Billboard Top 40 or even Top 100 and that really only collectors know about. The kind that sit high on the ""show off"" wall because they're so amazingly cool, rare, and expensive. The kind that my friend drools over.  Apparently, she tells me, some were pressed by the bands themselves in runs of 1,000 or even 100 or less, which makes them very rare!  Though I'm into rock, I really don't know the first thing about how to find these ""grails"" and I don't want to get her something that will disappoint. Can you recommend some records that she'll love? I know these records are expensive because they're so rare. When it comes to condition, they need to be nice. 

Prompt: Recommend four rare original psychedelic rock records from the sixties that cost between $600 and $800 each. Please include one that was pressed in a run of 1000 or less. They must be available to purchase in the US.  Provide links.  Please explicitly state whether each of your product recommendations meets each of the product requirements that I want. Include the source or purchase links, and prices if applicable.",Gifting,Hurdle,Meets product/vendor feature,Grounded,Recommends only records in the psychedelic rock genre,Product
13511,807,"Persona: I'm throwing a birthday party for a friend here in Billings in two weeks and I want to get them something special. They collect mostly rock vinyl records, which is great. I love vinyl and I love rock. The problem is: She pretty much has all of the rock records she wants. I'm talking about the Doors, Led Zeppelin, Pink Floyd, etc. So all she's looking for are rare, hard to find, original psychedelic rock LP's from the sixties. The kind that were never in the Billboard Top 40 or even Top 100 and that really only collectors know about. The kind that sit high on the ""show off"" wall because they're so amazingly cool, rare, and expensive. The kind that my friend drools over.  Apparently, she tells me, some were pressed by the bands themselves in runs of 1,000 or even 100 or less, which makes them very rare!  Though I'm into rock, I really don't know the first thing about how to find these ""grails"" and I don't want to get her something that will disappoint. Can you recommend some records that she'll love? I know these records are expensive because they're so rare. When it comes to condition, they need to be nice. 

Prompt: Recommend four rare original psychedelic rock records from the sixties that cost between $600 and $800 each. Please include one that was pressed in a run of 1000 or less. They must be available to purchase in the US.  Provide links. ","Persona: I'm throwing a birthday party for a friend here in Billings in two weeks and I want to get them something special. They collect mostly rock vinyl records, which is great. I love vinyl and I love rock. The problem is: She pretty much has all of the rock records she wants. I'm talking about the Doors, Led Zeppelin, Pink Floyd, etc. So all she's looking for are rare, hard to find, original psychedelic rock LP's from the sixties. The kind that were never in the Billboard Top 40 or even Top 100 and that really only collectors know about. The kind that sit high on the ""show off"" wall because they're so amazingly cool, rare, and expensive. The kind that my friend drools over.  Apparently, she tells me, some were pressed by the bands themselves in runs of 1,000 or even 100 or less, which makes them very rare!  Though I'm into rock, I really don't know the first thing about how to find these ""grails"" and I don't want to get her something that will disappoint. Can you recommend some records that she'll love? I know these records are expensive because they're so rare. When it comes to condition, they need to be nice. 

Prompt: Recommend four rare original psychedelic rock records from the sixties that cost between $600 and $800 each. Please include one that was pressed in a run of 1000 or less. They must be available to purchase in the US.  Provide links.  Please explicitly state whether each of your product recommendations meets each of the product requirements that I want. Include the source or purchase links, and prices if applicable.",Gifting,Not,Meets quantity requirement,Not Grounded,Recommends one or more record that was limited to a pressing run of 1000 original copies or less,Product
13439,814,Prompt: I need to replace the MP3 PCB assembly of my Numark MP 300 CD player. Can you recommend a replacement part that I can purchase from Canada?,"Prompt: I need to replace the MP3 PCB assembly of my Numark MP 300 CD player. Can you recommend a replacement part that I can purchase from Canada? Please explicitly state whether each of your product recommendations meets each of the product requirements that I want. Include the source or purchase links, and prices if applicable.",Compatibility,Not,Meets quantity requirement,Not Grounded,Recommends at least one MP3 PCB Assembly,Product
13440,814,Prompt: I need to replace the MP3 PCB assembly of my Numark MP 300 CD player. Can you recommend a replacement part that I can purchase from Canada?,"Prompt: I need to replace the MP3 PCB assembly of my Numark MP 300 CD player. Can you recommend a replacement part that I can purchase from Canada? Please explicitly state whether each of your product recommendations meets each of the product requirements that I want. Include the source or purchase links, and prices if applicable.",Compatibility,Hurdle,Meets product/vendor feature,Grounded,States that a TWPC04C02701 replacement part is suitable for the MP3 PCB Assembly of the Numark MP 300 CD player,Product
13442,814,Prompt: I need to replace the MP3 PCB assembly of my Numark MP 300 CD player. Can you recommend a replacement part that I can purchase from Canada?,"Prompt: I need to replace the MP3 PCB assembly of my Numark MP 300 CD player. Can you recommend a replacement part that I can purchase from Canada? Please explicitly state whether each of your product recommendations meets each of the product requirements that I want. Include the source or purchase links, and prices if applicable.",Compatibility,Not,Provides link(s),Grounded,Provides a link to purchase the recommended MP3 PCB Assembly,Product
13443,814,Prompt: I need to replace the MP3 PCB assembly of my Numark MP 300 CD player. Can you recommend a replacement part that I can purchase from Canada?,"Prompt: I need to replace the MP3 PCB assembly of my Numark MP 300 CD player. Can you recommend a replacement part that I can purchase from Canada? Please explicitly state whether each of your product recommendations meets each of the product requirements that I want. Include the source or purchase links, and prices if applicable.",Compatibility,Not,Meets pricing requirements/gives price,Grounded,Provides the price of the recommended MP3 PCB Assembly,Product
13465,820,Prompt: I need to replace the display bulb of my Numark MPCD 33. Can you recommend a replacement part that I can purchase from Canada ?,"Prompt: I need to replace the display bulb of my Numark MPCD 33. Can you recommend a replacement part that I can purchase from Canada ? Please explicitly state whether each of your product recommendations meets each of the product requirements that I want. Include the source or purchase links, and prices if applicable.",Compatibility,Not,Meets quantity requirement,Not Grounded,Recommends at least one display bulb,Product
13466,820,Prompt: I need to replace the display bulb of my Numark MPCD 33. Can you recommend a replacement part that I can purchase from Canada ?,"Prompt: I need to replace the display bulb of my Numark MPCD 33. Can you recommend a replacement part that I can purchase from Canada ? Please explicitly state whether each of your product recommendations meets each of the product requirements that I want. Include the source or purchase links, and prices if applicable.",Compatibility,Hurdle,Product is in a set list/recommends specific product,Not Grounded,States that the display bulb with the item number LM201500701 is a suitable replacement part for the Numark MPCD 33,Product
13468,820,Prompt: I need to replace the display bulb of my Numark MPCD 33. Can you recommend a replacement part that I can purchase from Canada ?,"Prompt: I need to replace the display bulb of my Numark MPCD 33. Can you recommend a replacement part that I can purchase from Canada ? Please explicitly state whether each of your product recommendations meets each of the product requirements that I want. Include the source or purchase links, and prices if applicable.",Compatibility,Not,Provides link(s),Grounded,Provides a link to purchase the recommended display bulb,Product
13469,820,Prompt: I need to replace the display bulb of my Numark MPCD 33. Can you recommend a replacement part that I can purchase from Canada ?,"Prompt: I need to replace the display bulb of my Numark MPCD 33. Can you recommend a replacement part that I can purchase from Canada ? Please explicitly state whether each of your product recommendations meets each of the product requirements that I want. Include the source or purchase links, and prices if applicable.",Compatibility,Not,Meets pricing requirements/gives price,Grounded,Provides the price of the recommended display bulb in CAD,Product
13499,824,"Persona: I recently have been fighting anxiety and frequent anxiousness therefore my friend recommended me fidget spinners that I can use to reduce my anxiousness levels. I have been searching online to purchase a bargain fidget spinner but most of them are like $20 and above. I want to find something cheaper. I am also really interested in the ones that look like little plants!

Prompt: Can you find me 5 plant style fidget spinners below $10 that I can purchase from Etsy. Please provide an Etsy purchase link and the name of the Etsy vendor for each. I am currently in the US.","Persona: I recently have been fighting anxiety and frequent anxiousness therefore my friend recommended me fidget spinners that I can use to reduce my anxiousness levels. I have been searching online to purchase a bargain fidget spinner but most of them are like $20 and above. I want to find something cheaper. I am also really interested in the ones that look like little plants!

Prompt: Can you find me 5 plant style fidget spinners below $10 that I can purchase from Etsy. Please provide an Etsy purchase link and the name of the Etsy vendor for each. I am currently in the US. Please explicitly state whether each of your product recommendations meets each of the product requirements that I want. Include the source or purchase links, and prices if applicable.",Bargain Hunting,Not,Meets quantity requirement,Not Grounded,Recommends five fidget spinners,Product
13500,824,"Persona: I recently have been fighting anxiety and frequent anxiousness therefore my friend recommended me fidget spinners that I can use to reduce my anxiousness levels. I have been searching online to purchase a bargain fidget spinner but most of them are like $20 and above. I want to find something cheaper. I am also really interested in the ones that look like little plants!

Prompt: Can you find me 5 plant style fidget spinners below $10 that I can purchase from Etsy. Please provide an Etsy purchase link and the name of the Etsy vendor for each. I am currently in the US.","Persona: I recently have been fighting anxiety and frequent anxiousness therefore my friend recommended me fidget spinners that I can use to reduce my anxiousness levels. I have been searching online to purchase a bargain fidget spinner but most of them are like $20 and above. I want to find something cheaper. I am also really interested in the ones that look like little plants!

Prompt: Can you find me 5 plant style fidget spinners below $10 that I can purchase from Etsy. Please provide an Etsy purchase link and the name of the Etsy vendor for each. I am currently in the US. Please explicitly state whether each of your product recommendations meets each of the product requirements that I want. Include the source or purchase links, and prices if applicable.",Bargain Hunting,Hurdle,Meets product/vendor feature,Grounded,Recommends only fidget spinners that are plant style,Product
13501,824,"Persona: I recently have been fighting anxiety and frequent anxiousness therefore my friend recommended me fidget spinners that I can use to reduce my anxiousness levels. I have been searching online to purchase a bargain fidget spinner but most of them are like $20 and above. I want to find something cheaper. I am also really interested in the ones that look like little plants!

Prompt: Can you find me 5 plant style fidget spinners below $10 that I can purchase from Etsy. Please provide an Etsy purchase link and the name of the Etsy vendor for each. I am currently in the US.","Persona: I recently have been fighting anxiety and frequent anxiousness therefore my friend recommended me fidget spinners that I can use to reduce my anxiousness levels. I have been searching online to purchase a bargain fidget spinner but most of them are like $20 and above. I want to find something cheaper. I am also really interested in the ones that look like little plants!

Prompt: Can you find me 5 plant style fidget spinners below $10 that I can purchase from Etsy. Please provide an Etsy purchase link and the name of the Etsy vendor for each. I am currently in the US. Please explicitly state whether each of your product recommendations meets each of the product requirements that I want. Include the source or purchase links, and prices if applicable.",Bargain Hunting,Not,Provides link(s),Grounded,Provides Etsy purchase links for each recommended fidget spinner,Product
13502,824,"Persona: I recently have been fighting anxiety and frequent anxiousness therefore my friend recommended me fidget spinners that I can use to reduce my anxiousness levels. I have been searching online to purchase a bargain fidget spinner but most of them are like $20 and above. I want to find something cheaper. I am also really interested in the ones that look like little plants!

Prompt: Can you find me 5 plant style fidget spinners below $10 that I can purchase from Etsy. Please provide an Etsy purchase link and the name of the Etsy vendor for each. I am currently in the US.","Persona: I recently have been fighting anxiety and frequent anxiousness therefore my friend recommended me fidget spinners that I can use to reduce my anxiousness levels. I have been searching online to purchase a bargain fidget spinner but most of them are like $20 and above. I want to find something cheaper. I am also really interested in the ones that look like little plants!

Prompt: Can you find me 5 plant style fidget spinners below $10 that I can purchase from Etsy. Please provide an Etsy purchase link and the name of the Etsy vendor for each. I am currently in the US. Please explicitly state whether each of your product recommendations meets each of the product requirements that I want. Include the source or purchase links, and prices if applicable.",Bargain Hunting,Hurdle,Meets pricing requirements/gives price,Grounded,Recommends only fidget spinners priced less than $10,Product
13737,824,"Persona: I recently have been fighting anxiety and frequent anxiousness therefore my friend recommended me fidget spinners that I can use to reduce my anxiousness levels. I have been searching online to purchase a bargain fidget spinner but most of them are like $20 and above. I want to find something cheaper. I am also really interested in the ones that look like little plants!

Prompt: Can you find me 5 plant style fidget spinners below $10 that I can purchase from Etsy. Please provide an Etsy purchase link and the name of the Etsy vendor for each. I am currently in the US.","Persona: I recently have been fighting anxiety and frequent anxiousness therefore my friend recommended me fidget spinners that I can use to reduce my anxiousness levels. I have been searching online to purchase a bargain fidget spinner but most of them are like $20 and above. I want to find something cheaper. I am also really interested in the ones that look like little plants!

Prompt: Can you find me 5 plant style fidget spinners below $10 that I can purchase from Etsy. Please provide an Etsy purchase link and the name of the Etsy vendor for each. I am currently in the US. Please explicitly state whether each of your product recommendations meets each of the product requirements that I want. Include the source or purchase links, and prices if applicable.",Bargain Hunting,Not,Meets product/vendor feature,Grounded,Provides Etsy vendor names for each recommended fidget spinner,Product
13580,835,"Persona: I really enjoy reading the beauty blog https://punicamakeup.com/about-me/

Prompt: I remember there was a post in January 2024 about lip balms. Can you give me the original link of the post and recommend one from it? I live in San Francisco, California, and with winter coming and the heater on, it gets really dry, so I need a good overnight lip balm that is untinted.  I also don't want anything in a bottle where I have to use my fingers or an extra spatula.","Persona: I really enjoy reading the beauty blog https://punicamakeup.com/about-me/

Prompt: I remember there was a post in January 2024 about lip balms. Can you give me the original link of the post and recommend one from it? I live in San Francisco, California, and with winter coming and the heater on, it gets really dry, so I need a good overnight lip balm that is untinted.  I also don't want anything in a bottle where I have to use my fingers or an extra spatula. Please explicitly state whether each of your product recommendations meets each of the product requirements that I want. Include the source or purchase links, and prices if applicable.",Profile Based,Hurdle,Meets quantity requirement,Not Grounded,"Recommends one lip balm out of:
Vaseline – Lip Therapy Cocoa Butter
Lucas – Papaw Ointment
Aquaphor – Lip Repair Ointment
Laneige – Sleeping Mask Nourish & Hydrate
Jack Black – Intense Therapy Lip Balm SPF 25
Dior – Lip Glow Lip Balm: Hydrates the Lips for 24h
Drunk – Elephant Lippe Balm
Bobbi Brown – Extra Lip Tint
Fresh – Rose Deep Hydration Petal-Soft Lip Balm
La Roche-Posay – Cicaplast Lip Barrier Repairing Balm",Product
13581,835,"Persona: I really enjoy reading the beauty blog https://punicamakeup.com/about-me/

Prompt: I remember there was a post in January 2024 about lip balms. Can you give me the original link of the post and recommend one from it? I live in San Francisco, California, and with winter coming and the heater on, it gets really dry, so I need a good overnight lip balm that is untinted.  I also don't want anything in a bottle where I have to use my fingers or an extra spatula.","Persona: I really enjoy reading the beauty blog https://punicamakeup.com/about-me/

Prompt: I remember there was a post in January 2024 about lip balms. Can you give me the original link of the post and recommend one from it? I live in San Francisco, California, and with winter coming and the heater on, it gets really dry, so I need a good overnight lip balm that is untinted.  I also don't want anything in a bottle where I have to use my fingers or an extra spatula. Please explicitly state whether each of your product recommendations meets each of the product requirements that I want. Include the source or purchase links, and prices if applicable.",Profile Based,Not,Provides link(s),Grounded,Provides a link to the relevant blog post,Product
13582,835,"Persona: I really enjoy reading the beauty blog https://punicamakeup.com/about-me/

Prompt: I remember there was a post in January 2024 about lip balms. Can you give me the original link of the post and recommend one from it? I live in San Francisco, California, and with winter coming and the heater on, it gets really dry, so I need a good overnight lip balm that is untinted.  I also don't want anything in a bottle where I have to use my fingers or an extra spatula.","Persona: I really enjoy reading the beauty blog https://punicamakeup.com/about-me/

Prompt: I remember there was a post in January 2024 about lip balms. Can you give me the original link of the post and recommend one from it? I live in San Francisco, California, and with winter coming and the heater on, it gets really dry, so I need a good overnight lip balm that is untinted.  I also don't want anything in a bottle where I have to use my fingers or an extra spatula. Please explicitly state whether each of your product recommendations meets each of the product requirements that I want. Include the source or purchase links, and prices if applicable.",Profile Based,Not,Meets product/vendor feature,Grounded,Recommends only an untinted lip balm,Product
13583,835,"Persona: I really enjoy reading the beauty blog https://punicamakeup.com/about-me/

Prompt: I remember there was a post in January 2024 about lip balms. Can you give me the original link of the post and recommend one from it? I live in San Francisco, California, and with winter coming and the heater on, it gets really dry, so I need a good overnight lip balm that is untinted.  I also don't want anything in a bottle where I have to use my fingers or an extra spatula.","Persona: I really enjoy reading the beauty blog https://punicamakeup.com/about-me/

Prompt: I remember there was a post in January 2024 about lip balms. Can you give me the original link of the post and recommend one from it? I live in San Francisco, California, and with winter coming and the heater on, it gets really dry, so I need a good overnight lip balm that is untinted.  I also don't want anything in a bottle where I have to use my fingers or an extra spatula. Please explicitly state whether each of your product recommendations meets each of the product requirements that I want. Include the source or purchase links, and prices if applicable.",Profile Based,Not,Meets product/vendor feature,Grounded,Recommends not using a lip balm that requires the use of fingers or a spatula for application,Product
13585,835,"Persona: I really enjoy reading the beauty blog https://punicamakeup.com/about-me/

Prompt: I remember there was a post in January 2024 about lip balms. Can you give me the original link of the post and recommend one from it? I live in San Francisco, California, and with winter coming and the heater on, it gets really dry, so I need a good overnight lip balm that is untinted.  I also don't want anything in a bottle where I have to use my fingers or an extra spatula.","Persona: I really enjoy reading the beauty blog https://punicamakeup.com/about-me/

Prompt: I remember there was a post in January 2024 about lip balms. Can you give me the original link of the post and recommend one from it? I live in San Francisco, California, and with winter coming and the heater on, it gets really dry, so I need a good overnight lip balm that is untinted.  I also don't want anything in a bottle where I have to use my fingers or an extra spatula. Please explicitly state whether each of your product recommendations meets each of the product requirements that I want. Include the source or purchase links, and prices if applicable.",Profile Based,Not,Provides link(s),Grounded,Provides a link to purchase the recommended lip balm,Product
13588,835,"Persona: I really enjoy reading the beauty blog https://punicamakeup.com/about-me/

Prompt: I remember there was a post in January 2024 about lip balms. Can you give me the original link of the post and recommend one from it? I live in San Francisco, California, and with winter coming and the heater on, it gets really dry, so I need a good overnight lip balm that is untinted.  I also don't want anything in a bottle where I have to use my fingers or an extra spatula.","Persona: I really enjoy reading the beauty blog https://punicamakeup.com/about-me/

Prompt: I remember there was a post in January 2024 about lip balms. Can you give me the original link of the post and recommend one from it? I live in San Francisco, California, and with winter coming and the heater on, it gets really dry, so I need a good overnight lip balm that is untinted.  I also don't want anything in a bottle where I have to use my fingers or an extra spatula. Please explicitly state whether each of your product recommendations meets each of the product requirements that I want. Include the source or purchase links, and prices if applicable.",Profile Based,Not,Meets pricing requirements/gives price,Grounded,Provides the price of the recommended lip balm in USD,Product
13667,836,"Persona: I love cooking using my air fryer, but my current air fryer has broken, and it was too small for my needs. My broken air fryer was an 8 L air fryer. I was visiting my friend, and he showed me his 11 L air fryer, which looked ideal. I want to buy a similar one to my friend, one that has the same specifications. He told me where he bought his air fryer, but I have forgotten where that is. The details that I do remember about his air fryer are that it was 11 L, it was black, it was a double-stack air fryer, and it had a digital display where its temperature and its cooking time could be set. I use my air fryer all of the time, so I need a new one immediately. I want to be able to walk into a store in my hometown of Irvine, Scotland, and buy a suitable air fryer. I am prepared to spend at most £60 on my new air fryer.

Prompt: Please recommend a suitable air fryer.","Persona: I love cooking using my air fryer, but my current air fryer has broken, and it was too small for my needs. My broken air fryer was an 8 L air fryer. I was visiting my friend, and he showed me his 11 L air fryer, which looked ideal. I want to buy a similar one to my friend, one that has the same specifications. He told me where he bought his air fryer, but I have forgotten where that is. The details that I do remember about his air fryer are that it was 11 L, it was black, it was a double-stack air fryer, and it had a digital display where its temperature and its cooking time could be set. I use my air fryer all of the time, so I need a new one immediately. I want to be able to walk into a store in my hometown of Irvine, Scotland, and buy a suitable air fryer. I am prepared to spend at most £60 on my new air fryer.

Prompt: Please recommend a suitable air fryer. Please explicitly state whether each of your product recommendations meets each of the product requirements that I want. Include the source or purchase links, and prices if applicable.",Bargain Hunting,Not,Meets quantity requirement,Not Grounded,Recommends at least one air fryer,Product
13668,836,"Persona: I love cooking using my air fryer, but my current air fryer has broken, and it was too small for my needs. My broken air fryer was an 8 L air fryer. I was visiting my friend, and he showed me his 11 L air fryer, which looked ideal. I want to buy a similar one to my friend, one that has the same specifications. He told me where he bought his air fryer, but I have forgotten where that is. The details that I do remember about his air fryer are that it was 11 L, it was black, it was a double-stack air fryer, and it had a digital display where its temperature and its cooking time could be set. I use my air fryer all of the time, so I need a new one immediately. I want to be able to walk into a store in my hometown of Irvine, Scotland, and buy a suitable air fryer. I am prepared to spend at most £60 on my new air fryer.

Prompt: Please recommend a suitable air fryer.","Persona: I love cooking using my air fryer, but my current air fryer has broken, and it was too small for my needs. My broken air fryer was an 8 L air fryer. I was visiting my friend, and he showed me his 11 L air fryer, which looked ideal. I want to buy a similar one to my friend, one that has the same specifications. He told me where he bought his air fryer, but I have forgotten where that is. The details that I do remember about his air fryer are that it was 11 L, it was black, it was a double-stack air fryer, and it had a digital display where its temperature and its cooking time could be set. I use my air fryer all of the time, so I need a new one immediately. I want to be able to walk into a store in my hometown of Irvine, Scotland, and buy a suitable air fryer. I am prepared to spend at most £60 on my new air fryer.

Prompt: Please recommend a suitable air fryer. Please explicitly state whether each of your product recommendations meets each of the product requirements that I want. Include the source or purchase links, and prices if applicable.",Bargain Hunting,Not,Meets pricing requirements/gives price,Grounded,Recommends only an air fryer priced at £60 or less,Product
13669,836,"Persona: I love cooking using my air fryer, but my current air fryer has broken, and it was too small for my needs. My broken air fryer was an 8 L air fryer. I was visiting my friend, and he showed me his 11 L air fryer, which looked ideal. I want to buy a similar one to my friend, one that has the same specifications. He told me where he bought his air fryer, but I have forgotten where that is. The details that I do remember about his air fryer are that it was 11 L, it was black, it was a double-stack air fryer, and it had a digital display where its temperature and its cooking time could be set. I use my air fryer all of the time, so I need a new one immediately. I want to be able to walk into a store in my hometown of Irvine, Scotland, and buy a suitable air fryer. I am prepared to spend at most £60 on my new air fryer.

Prompt: Please recommend a suitable air fryer.","Persona: I love cooking using my air fryer, but my current air fryer has broken, and it was too small for my needs. My broken air fryer was an 8 L air fryer. I was visiting my friend, and he showed me his 11 L air fryer, which looked ideal. I want to buy a similar one to my friend, one that has the same specifications. He told me where he bought his air fryer, but I have forgotten where that is. The details that I do remember about his air fryer are that it was 11 L, it was black, it was a double-stack air fryer, and it had a digital display where its temperature and its cooking time could be set. I use my air fryer all of the time, so I need a new one immediately. I want to be able to walk into a store in my hometown of Irvine, Scotland, and buy a suitable air fryer. I am prepared to spend at most £60 on my new air fryer.

Prompt: Please recommend a suitable air fryer. Please explicitly state whether each of your product recommendations meets each of the product requirements that I want. Include the source or purchase links, and prices if applicable.",Bargain Hunting,Not,Provides link(s),Grounded,Provides a link to purchase the recommended air fryer,Product
13670,836,"Persona: I love cooking using my air fryer, but my current air fryer has broken, and it was too small for my needs. My broken air fryer was an 8 L air fryer. I was visiting my friend, and he showed me his 11 L air fryer, which looked ideal. I want to buy a similar one to my friend, one that has the same specifications. He told me where he bought his air fryer, but I have forgotten where that is. The details that I do remember about his air fryer are that it was 11 L, it was black, it was a double-stack air fryer, and it had a digital display where its temperature and its cooking time could be set. I use my air fryer all of the time, so I need a new one immediately. I want to be able to walk into a store in my hometown of Irvine, Scotland, and buy a suitable air fryer. I am prepared to spend at most £60 on my new air fryer.

Prompt: Please recommend a suitable air fryer.","Persona: I love cooking using my air fryer, but my current air fryer has broken, and it was too small for my needs. My broken air fryer was an 8 L air fryer. I was visiting my friend, and he showed me his 11 L air fryer, which looked ideal. I want to buy a similar one to my friend, one that has the same specifications. He told me where he bought his air fryer, but I have forgotten where that is. The details that I do remember about his air fryer are that it was 11 L, it was black, it was a double-stack air fryer, and it had a digital display where its temperature and its cooking time could be set. I use my air fryer all of the time, so I need a new one immediately. I want to be able to walk into a store in my hometown of Irvine, Scotland, and buy a suitable air fryer. I am prepared to spend at most £60 on my new air fryer.

Prompt: Please recommend a suitable air fryer. Please explicitly state whether each of your product recommendations meets each of the product requirements that I want. Include the source or purchase links, and prices if applicable.",Bargain Hunting,Not,Meets product/vendor feature,Grounded,Recommends only an air fryer that is black in colour,Product
13671,836,"Persona: I love cooking using my air fryer, but my current air fryer has broken, and it was too small for my needs. My broken air fryer was an 8 L air fryer. I was visiting my friend, and he showed me his 11 L air fryer, which looked ideal. I want to buy a similar one to my friend, one that has the same specifications. He told me where he bought his air fryer, but I have forgotten where that is. The details that I do remember about his air fryer are that it was 11 L, it was black, it was a double-stack air fryer, and it had a digital display where its temperature and its cooking time could be set. I use my air fryer all of the time, so I need a new one immediately. I want to be able to walk into a store in my hometown of Irvine, Scotland, and buy a suitable air fryer. I am prepared to spend at most £60 on my new air fryer.

Prompt: Please recommend a suitable air fryer.","Persona: I love cooking using my air fryer, but my current air fryer has broken, and it was too small for my needs. My broken air fryer was an 8 L air fryer. I was visiting my friend, and he showed me his 11 L air fryer, which looked ideal. I want to buy a similar one to my friend, one that has the same specifications. He told me where he bought his air fryer, but I have forgotten where that is. The details that I do remember about his air fryer are that it was 11 L, it was black, it was a double-stack air fryer, and it had a digital display where its temperature and its cooking time could be set. I use my air fryer all of the time, so I need a new one immediately. I want to be able to walk into a store in my hometown of Irvine, Scotland, and buy a suitable air fryer. I am prepared to spend at most £60 on my new air fryer.

Prompt: Please recommend a suitable air fryer. Please explicitly state whether each of your product recommendations meets each of the product requirements that I want. Include the source or purchase links, and prices if applicable.",Bargain Hunting,Hurdle,Meets product/vendor feature,Grounded,Recommends only an air fryer with an 11 L capacity,Product
13672,836,"Persona: I love cooking using my air fryer, but my current air fryer has broken, and it was too small for my needs. My broken air fryer was an 8 L air fryer. I was visiting my friend, and he showed me his 11 L air fryer, which looked ideal. I want to buy a similar one to my friend, one that has the same specifications. He told me where he bought his air fryer, but I have forgotten where that is. The details that I do remember about his air fryer are that it was 11 L, it was black, it was a double-stack air fryer, and it had a digital display where its temperature and its cooking time could be set. I use my air fryer all of the time, so I need a new one immediately. I want to be able to walk into a store in my hometown of Irvine, Scotland, and buy a suitable air fryer. I am prepared to spend at most £60 on my new air fryer.

Prompt: Please recommend a suitable air fryer.","Persona: I love cooking using my air fryer, but my current air fryer has broken, and it was too small for my needs. My broken air fryer was an 8 L air fryer. I was visiting my friend, and he showed me his 11 L air fryer, which looked ideal. I want to buy a similar one to my friend, one that has the same specifications. He told me where he bought his air fryer, but I have forgotten where that is. The details that I do remember about his air fryer are that it was 11 L, it was black, it was a double-stack air fryer, and it had a digital display where its temperature and its cooking time could be set. I use my air fryer all of the time, so I need a new one immediately. I want to be able to walk into a store in my hometown of Irvine, Scotland, and buy a suitable air fryer. I am prepared to spend at most £60 on my new air fryer.

Prompt: Please recommend a suitable air fryer. Please explicitly state whether each of your product recommendations meets each of the product requirements that I want. Include the source or purchase links, and prices if applicable.",Bargain Hunting,Hurdle,Meets product/vendor feature,Grounded,Recommends only a double-basket or dual-zone air fryer,Product
13674,836,"Persona: I love cooking using my air fryer, but my current air fryer has broken, and it was too small for my needs. My broken air fryer was an 8 L air fryer. I was visiting my friend, and he showed me his 11 L air fryer, which looked ideal. I want to buy a similar one to my friend, one that has the same specifications. He told me where he bought his air fryer, but I have forgotten where that is. The details that I do remember about his air fryer are that it was 11 L, it was black, it was a double-stack air fryer, and it had a digital display where its temperature and its cooking time could be set. I use my air fryer all of the time, so I need a new one immediately. I want to be able to walk into a store in my hometown of Irvine, Scotland, and buy a suitable air fryer. I am prepared to spend at most £60 on my new air fryer.

Prompt: Please recommend a suitable air fryer.","Persona: I love cooking using my air fryer, but my current air fryer has broken, and it was too small for my needs. My broken air fryer was an 8 L air fryer. I was visiting my friend, and he showed me his 11 L air fryer, which looked ideal. I want to buy a similar one to my friend, one that has the same specifications. He told me where he bought his air fryer, but I have forgotten where that is. The details that I do remember about his air fryer are that it was 11 L, it was black, it was a double-stack air fryer, and it had a digital display where its temperature and its cooking time could be set. I use my air fryer all of the time, so I need a new one immediately. I want to be able to walk into a store in my hometown of Irvine, Scotland, and buy a suitable air fryer. I am prepared to spend at most £60 on my new air fryer.

Prompt: Please recommend a suitable air fryer. Please explicitly state whether each of your product recommendations meets each of the product requirements that I want. Include the source or purchase links, and prices if applicable.",Bargain Hunting,Not,Meets product/vendor feature,Grounded,Recommends only an air fryer with a digital display where its temperature and cooking time can be set,Product
